gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
KATNA1,182.7916667,150.8333333,250.3541667,129.8125,121.1458333,132.9791667,194.0833333,100.125,116.0208333,136.3333333,76.16666667,110.3541667,176.8958333,106.4583333,248.0416667,0,156.7916667,103.25,14.08333333,11.08333333,151.5625,20.79166667,0,95,90.1875,36.64583333,47.54166667,425.375,300.1666667,167.7708333,12.02083333,60.125,0,328.6666667,95.60416667,658.2083333,75.5,94.1875,70.83333333
LOC257396,0,127.875,0,15.72916667,32.75,36.72916667,26.64583333,10.16666667,37.91666667,12.5,3.604166667,10.27083333,39.10416667,0,0,0,0,0,0,0,6.916666667,6.5625,139.2916667,28.79166667,6.666666667,3.125,19.3125,0,82.45833333,0,0,0,0,0,275.1875,0,0,0,3.416666667
TCEAL1,78.75,60.39583333,34.875,128.375,58.47916667,256.0833333,317.375,115.875,156.5416667,295.0833333,133.9791667,198.3333333,74.22916667,247.2083333,118.7916667,1316.333333,156.7916667,66.54166667,6.625,458.4166667,224.5,11.70833333,0,54.91666667,16.89583333,3.125,25.3125,457.0833333,0,24.04166667,0,165.9791667,102.2916667,0,4.604166667,0,289.8125,23.52083333,4.645833333
STBD1,81.33333333,24.79166667,0,1.833333333,0,0,311.8125,22.27083333,10.91666667,28.66666667,3.166666667,17.29166667,188.5625,0,0,0,0,177.1875,90.33333333,0,11.29166667,1.354166667,139.2916667,7.270833333,0,72.70833333,3.0625,0,0,24.04166667,12.02083333,0,48.58333333,0,0,0,0,14.89583333,15.47916667
OLFML3,408.875,117.3541667,205.6875,48.27083333,51.75,104.7083333,114.1458333,52.5,36.25,342.8333333,311.3125,322.9583333,15.125,106.4583333,85.72916667,577.9375,0,468.0625,247.2708333,129,99.1875,78.70833333,198.7083333,37.27083333,102.8958333,72.70833333,180.4166667,240.1875,535.8125,155.3541667,12.02083333,1632.166667,23.5625,183.7291667,7.0625,12.52083333,105.4583333,160.875,92.3125
BAZ1B,2289.8125,2131.020833,1472.3125,1797,2024,1574.375,1311.791667,2157.604167,2279.791667,2394.166667,1935.645833,3052.25,928,2859.770833,678.3333333,2097.4375,468.1875,1812.625,1588.833333,848.5208333,3840.270833,1533.708333,917.3333333,1953.729167,3444.354167,2506.854167,1892.5,2971.0625,168.0416667,1731.645833,1275.708333,2685.25,1990.0625,830.5208333,1327.375,1772.0625,2151.0625,2490.979167,1161
FRG1,8.1875,0,0,0,0,0,203.6666667,179.5625,179.9791667,150.3958333,98.77083333,127.5833333,0,0,0,0,0,0,0,43.70833333,17.875,199,708.9791667,48.875,66.14583333,47.375,121.2708333,14.39583333,0,59.20833333,35.0625,30.20833333,23.5625,0,28.33333333,57.04166667,79.02083333,358.125,32.47916667
CCDC69,1646.5,399.1041667,76.3125,208.5416667,154.1666667,203.3958333,1814.541667,145.7291667,98.58333333,156.2291667,145.875,340.5625,108.9791667,0,66.02083333,733.8541667,576.7708333,1470.979167,257.4375,30.66666667,90.58333333,302.8958333,0,198.3333333,328.7708333,168.7708333,206.375,46.22916667,254.5625,353.5,301.2708333,680.7083333,631.9583333,778.9166667,376.5,230.6041667,473.6666667,190.6666667,81.52083333
DCDC5,41.45833333,26.8125,75.3125,33.27083333,40.1875,58.02083333,0,49.02083333,28.58333333,28.27083333,97.4375,7.229166667,96.6875,78.875,416.25,604.4791667,0,0,19.0625,0,21.9375,238.7916667,0,37.27083333,0,12.95833333,25.3125,126.0625,168.0416667,31.14583333,22.375,0,0,0,165.25,25.66666667,24.20833333,0,41.125
ASL,182.7916667,165.8333333,502.3125,266,562.7708333,190.5,84.0625,271.5416667,286.5208333,215.6041667,176.3333333,185.4375,414.625,143.5,983.875,49.5,752.2916667,408.0416667,31.52083333,148.3333333,186.6041667,59.64583333,104.125,427.0208333,184.3125,301.7916667,145.1458333,148.875,168.0416667,104.7708333,235.0833333,74,490.2916667,1164.479167,310.3958333,274.2083333,266,375.9583333,92.3125
MCM5,106.8541667,35.20833333,154.1666667,160.6458333,109.9375,172.8125,148.2291667,77.89583333,116.9375,140.8333333,142.5833333,268.3333333,108.9791667,251.1458333,41.29166667,0,183.25,66.54166667,25.14583333,0,336.5208333,20.79166667,169.5416667,187.6875,114.1875,85.58333333,121.2708333,14.39583333,499.9375,59.20833333,576.2083333,158.2083333,75.625,0,7.0625,12.52083333,305.75,14.89583333,183.5625
PYHIN1,10.6875,14.83333333,54.60416667,4.854166667,17.6875,0,25.35416667,15.16666667,15.5,24.54166667,4.020833333,82.29166667,0,0,0,0,0,8.625,9.979166667,129,5.3125,1.354166667,0,42.95833333,77.75,0,0,105,0,0,0,12.64583333,75.625,0,4.604166667,0,27.27083333,0,0.666666667
C14orf1,6,33.39583333,44.79166667,29.1875,15.3125,56.0625,72.0625,84.16666667,60.5,47.33333333,22.75,55.10416667,15.125,0,502.8541667,87.04166667,230.6458333,0,19.0625,11.08333333,53.08333333,26.625,0,54.91666667,24.375,3.125,11.20833333,14.39583333,0,182.1666667,0,9.104166667,48.58333333,0,2.75,0,42.3125,47.72916667,92.3125
MUC13,15.66666667,12.14583333,0,12.54166667,15.3125,0,0,0,0,3.875,1.708333333,7.229166667,27.39583333,65.54166667,0,67.60416667,0,19.0625,19.0625,0,82.3125,1.354166667,0,0,24.375,5.375,242.0208333,64.89583333,439.6875,3.75,12.02083333,0,0,0,0,0,0,8.4375,156.9166667
USP19,715.3958333,609.3541667,548.2083333,576.5625,684.9583333,439.8333333,683.75,605,562.2916667,465.1666667,347.9166667,455.6666667,513.7291667,630.8125,2685.25,334.4375,183.25,271.4166667,321.8541667,230.375,500.9375,447.75,139.2916667,671.2083333,530,394.25,310.0625,126.0625,14.20833333,821.7708333,712.9583333,872.5416667,631.9583333,689.7916667,877.8333333,473.3125,227.3541667,563.6875,891.8541667
GALNT2,574.625,261.2916667,1132.604167,352.9583333,961.5416667,547.4375,775.5625,582.9166667,448.9583333,600.9791667,570.625,497.1458333,913.7708333,156.375,1067.5625,629.8958333,0,546.8333333,546.8333333,230.375,1205.125,788.1666667,139.2916667,271.875,447.4583333,904.4583333,1286.104167,1203.9375,278.3958333,381.8125,235.0833333,103.2916667,256.1458333,970.9375,766.8333333,523.8958333,279.3541667,143.7916667,455.2916667
ZPR1,182.7916667,295.3958333,122.9375,154.625,100.8125,296.7708333,223.7708333,189.3541667,169.2291667,129.5833333,160.375,164.0208333,85.4375,156.375,0,250.625,276.6666667,33.5,118.2291667,129,270.7083333,50.3125,0,173.5833333,24.375,59.64583333,19.3125,0,254.5625,1012.583333,458.0833333,314.8958333,205.0416667,389.125,448.6875,12.52083333,133.6875,143.7916667,267.6666667
RNF216-IT1,1.229166667,98.5,51.33333333,1.4375,19.85416667,11.83333333,17.1875,5.729166667,9.104166667,13.64583333,11.33333333,11.04166667,0,0,0,256.6666667,0,8.625,3.8125,0,0.854166667,3.520833333,0,26.60416667,6.666666667,0,0,84.35416667,0,3.75,0,0,23.5625,0,0,0,6.25,0,8.416666667
C1orf229,25.125,12.14583333,0,18.89583333,21,22.22916667,14.16666667,2.375,3.395833333,22.91666667,5.083333333,7.229166667,15.125,0,0,0,0,0,0,0,0,89.95833333,0,31.70833333,0,0,14.85416667,0,106.3958333,0,0,0,0,0,0,74.875,3.375,4.541666667,6.3125
RPA3,18.375,93.60416667,72.25,92.0625,88.35416667,111.6458333,100.2708333,68.1875,56.75,40.27083333,67.66666667,92.10416667,50.41666667,0,161.1666667,49.5,230.6458333,233.8541667,3.8125,111.5833333,32.75,42.10416667,0,61.04166667,230.1041667,3.125,1.770833333,0,97.97916667,182.1666667,12.02083333,150.4375,0,0,37.04166667,0,27.27083333,23.52083333,6.3125
IQCD,7.5,24.79166667,34.875,40.97916667,109.9375,46.91666667,0,43.1875,67.41666667,43.64583333,51.97916667,48.64583333,74.22916667,0,0,98.33333333,0,8.625,25.14583333,30.66666667,27.125,0,0,63.60416667,150.1666667,204,47.54166667,148.875,0,31.14583333,0,6.020833333,0,87.20833333,0,0,65.64583333,0,6.3125
SOX9,3.083333333,338.1458333,265.3541667,150.5625,285.3333333,444.6041667,133.25,658.2083333,586.2083333,367.2708333,674.1666667,181.2708333,659.25,78.875,233.5416667,0,0,290.625,46.64583333,273.3958333,1321.229167,20.79166667,739.3125,95,43.52083333,185.3958333,254.6875,169.7708333,426.9583333,456.5208333,22.375,219.3541667,205.0416667,547.2708333,394.7916667,750.2916667,347.6041667,588.7291667,170.0625
SULF2,646.9583333,614.375,345.6666667,325.25,730,1028.9375,153.25,729.6666667,888.4791667,876.4166667,367.3958333,614.9791667,1145.354167,1185.958333,330.8125,283.0625,1200.666667,1392.4375,90.33333333,1574.375,90.58333333,432.5208333,863.1875,254.1666667,827.4166667,85.58333333,339.1875,1076.979167,82.45833333,210.6458333,441.2083333,411.9166667,205.0416667,858.2916667,344.3125,1072,713.3541667,524.8541667,1203.9375
RGL3,280.75,1208.395833,876.4166667,788.625,561.4583333,379.1875,58.54166667,1148.4375,1224.145833,881.125,810.375,634.5416667,1598.708333,1444.770833,371.875,67.60416667,752.2916667,754.5208333,1032.083333,148.3333333,649.0416667,68.64583333,0,2561.645833,1091.208333,679.4583333,817.7291667,1040.708333,300.1666667,1012.583333,147.625,30.20833333,707.9375,547.2708333,229.5625,1072,1051.375,1025.395833,957.5
UBE2I,245.8958333,252.2708333,100.4375,164.1041667,158.0416667,224.4166667,408.75,223.4166667,179.9791667,251.0833333,185.7291667,238.4583333,200.0833333,467.125,66.02083333,218,0,271.4166667,658.2083333,539.8333333,500.9375,20.79166667,0,279.8333333,77.75,132.9375,19.3125,14.39583333,0,48.85416667,190.5,126.9791667,75.625,328.6666667,245.1458333,12.52083333,259.2291667,251.8333333,627.3958333
ADAM23,157.1666667,17.95833333,34.875,22.60416667,16.5625,79.54166667,264.7708333,15.16666667,3.395833333,19.60416667,6.9375,26.10416667,15.125,0,0,0,0,8.625,9.979166667,111.5833333,21.9375,68.64583333,104.125,18.79166667,172.875,241,77.04166667,262.8333333,0,104.7708333,12.02083333,142.3125,0,360.375,213.2291667,12.52083333,21.6875,4.541666667,343.5416667
ANKFN1,28.91666667,0,0,1.4375,34.04166667,0,0,2.375,4.875,3.875,2.020833333,1.854166667,0,0,0,0,0,0,25.14583333,11.08333333,45.33333333,78.70833333,0,5.458333333,24.375,5.375,98.22916667,14.39583333,0,18.16666667,0,20.83333333,0,0,28.33333333,251.7708333,9.770833333,0,2.416666667
RHBDF2,341.6666667,246.9791667,311.8125,167.9583333,203.5,167.125,115.3958333,142.1041667,210.4375,254.3125,187.125,225,252.9583333,78.875,184.375,117.7083333,0,233.8541667,199.875,273.3958333,125.125,6.5625,803.3958333,312.75,283.6458333,875,494.2708333,105,0,210.6458333,147.625,165.9791667,75.625,87.20833333,466.0833333,190.7083333,396.1666667,484.1666667,406
SUGP1,205.0208333,139.75,221.2083333,258.6875,237.2291667,239.5833333,248.0208333,233.4166667,256.2083333,237.8958333,209.3333333,283.2916667,210.2291667,528,85.72916667,202,208.2083333,388.0833333,71.95833333,43.70833333,117.375,2.395833333,429.25,404.9166667,351.8541667,222.9375,87.39583333,14.39583333,140.7291667,13.29166667,967.9791667,264.6041667,230.9791667,87.20833333,95.60416667,74.875,249.3333333,222.5625,549.125
FRY,368.5208333,601.2916667,636.875,1200.666667,217.1041667,575.5625,1060.770833,550.1666667,352,948.5416667,691.75,781.3958333,232.2291667,854.3541667,261.5,1304.020833,641.4583333,66.54166667,2382.333333,568.7708333,824.3541667,830.3125,863.1875,1340,395.0208333,1075.291667,577.2083333,699.1041667,4173.75,307.7291667,161.9583333,411.9166667,205.0416667,87.20833333,360.4583333,132.5833333,437,269.2708333,594.9791667
IFIT3,223.8333333,254.7916667,150.9166667,144.7083333,63.625,186.9583333,158.5,156.4583333,186.1875,75.75,140.6458333,104.5208333,27.39583333,65.54166667,1960.875,0,0,103.25,80.95833333,5.145833333,8.895833333,112.5208333,552.6041667,71.83333333,24.375,19.29166667,0,425.375,0,293.125,0,60.125,75.625,0,4.604166667,12.52083333,48.89583333,23.52083333,129.6458333
AGAP1,873.625,295.3958333,874.2708333,529.8958333,1169.791667,573,468.4583333,759.9583333,652.1875,757.5625,573.4583333,573.1458333,913.7708333,1509.770833,421.4791667,667.875,357.3541667,570.4791667,586.0833333,1224.145833,1205.125,1033.5625,294.5,874,601.6875,1141.895833,1271.395833,310.5833333,1047.3125,803.3958333,533.7083333,294.5416667,933,830.5208333,1125.895833,750.2916667,586.6875,1330.125,978.3541667
MPHOSPH9,149.3541667,309.2083333,248.4375,402.8333333,401.75,456.875,419.7708333,457.0833333,357.4375,241.5208333,340.3541667,398.1458333,326.6875,136.5416667,0,162.0625,357.3541667,252.1666667,771.8541667,94.1875,1033.5625,387.9791667,294.5,376.9791667,43.52083333,85.58333333,11.20833333,84.35416667,149.2083333,777.1041667,510.3958333,411.9166667,179.0625,183.7291667,394.7916667,170.6458333,480.9583333,160.875,343.5416667
ST7-AS1,3.979166667,0,27.0625,2.791666667,0,51.6875,12.47916667,5.729166667,19.14583333,9.75,6.9375,0,15.125,65.54166667,0,0,0,8.625,14.08333333,76.6875,2.354166667,6.5625,0,13.9375,6.666666667,0,1.770833333,0,32.8125,24.04166667,0,35.70833333,0,0,10.35416667,0,0,0,0.666666667
PCDHB5,43.58333333,14.83333333,22.41666667,43.97916667,64.58333333,144.375,50.08333333,57.54166667,64.27083333,52.08333333,69.52083333,76.85416667,0,0,79.10416667,103.75,0,103.25,9.979166667,0,11.29166667,6.5625,0,46.04166667,43.52083333,0,98.22916667,14.39583333,335.3541667,367.625,12.02083333,0,0,0,180.1875,132.5833333,32.91666667,0,25.60416667
ZNF320,78.75,395.2083333,480.6458333,428.3541667,171.9166667,437.4583333,141.7083333,328.6666667,415.5416667,450.0416667,438.0625,397,232.2291667,548.6041667,41.29166667,121.8125,827.7083333,66.54166667,378.5208333,209.0416667,99.1875,276.2708333,104.125,468.625,520.5416667,12.95833333,590.8541667,105,335.3541667,535.2291667,76.58333333,0,256.1458333,1475.958333,344.3125,132.5833333,276.6041667,358.125,296.6041667
KIAA2026,1446.6875,888.8541667,943.5208333,1066.895833,1385.625,1136.0625,954.4583333,1042.583333,1047.3125,1056.5625,1519.791667,1132.604167,1095.541667,951.625,137.9583333,537.4583333,156.7916667,468.0625,932.5625,568.7708333,844.8958333,715.0625,139.2916667,1779.833333,1371.291667,1075.291667,973.4791667,1531.375,213.125,2506.854167,557.5833333,767.1458333,1395.875,1722.875,976,1707.75,1341.125,1444.770833,1584.604167
LINC00869,114.4166667,64.39583333,93.20833333,86.60416667,74.5625,0,69.3125,71.14583333,67.41666667,65.02083333,92.52083333,136.9375,176.8958333,0,0,0,0,271.4166667,199.875,0,14.4375,11.70833333,0,157.1041667,184.3125,5.375,87.39583333,0,0,48.85416667,76.58333333,142.3125,48.58333333,0,7.0625,74.875,236.1875,143.7916667,92.3125
B4GALT7,164.4583333,82.08333333,86.72916667,71.95833333,49,125.4791667,108.0833333,102.2708333,83.52083333,96.75,88.89583333,64.875,74.22916667,0,59.16666667,0,0,141.0833333,19.0625,30.66666667,308.3125,3.520833333,0,42.95833333,54.70833333,222.9375,3.0625,84.35416667,74.3125,48.85416667,117.2083333,41.64583333,128.6041667,224.7291667,95.60416667,74.875,153.5625,299.2291667,143.8125
TSTA3,120.1666667,0,0,1.4375,12.0625,14.89583333,102.0208333,158.6666667,106.6875,110.9583333,100.4375,92.10416667,0,0,0,49.5,0,49.35416667,0,0,53.08333333,3.520833333,0,121.2291667,161.7708333,36.64583333,56.95833333,0,0,92.47916667,62.60416667,53.64583333,128.6041667,224.7291667,0,295.6458333,96.27083333,63.02083333,129.6458333
TMEM254,122.75,100.6666667,94.35416667,93.8125,117.1666667,213,58.54166667,73.4375,111.2291667,62.97916667,91.29166667,48.64583333,39.10416667,0,479.9166667,59.91666667,276.6666667,0,266.9375,5.145833333,67.6875,11.70833333,552.6041667,83.4375,16.89583333,3.125,66.77083333,216.4791667,106.3958333,0,76.58333333,9.104166667,0,0,20.79166667,0,42.3125,0,70.83333333
EFCAB2,162.5625,53.72916667,172.7083333,131.0416667,143.2083333,130.2916667,164.2291667,212.5208333,228.5416667,163.875,175.625,121.1041667,85.4375,0,208.625,121.8125,0,0,266.9375,321.1875,59.91666667,78.70833333,104.125,124.0416667,6.666666667,27.20833333,168.75,64.89583333,74.3125,81.02083333,22.375,20.83333333,205.0416667,830.5208333,69.45833333,404.375,102.5,206.3333333,15.47916667
KLHL42,149.3541667,403.6666667,365.1875,304.1875,171.125,537.1458333,113.2291667,257.6041667,213.5625,548.6041667,391.8333333,273.9583333,316.4583333,114.6458333,474.3125,650.7708333,0,214.6666667,167.75,848.5208333,186.6041667,150.3958333,104.125,181.8125,383.3125,116.2708333,368.1875,29.0625,254.5625,411.1875,102.5,614.1875,490.2916667,483.8541667,527.8541667,151.9791667,203.5,788.1666667,390.6458333
REXO2,212.25,183.8333333,216.9166667,195.4583333,171.9166667,806.4375,238.9375,375.0416667,308.2708333,234.25,321.3333333,287.6875,252.9583333,268.4583333,410.4583333,129.9166667,0,570.4791667,118.2291667,129,108.4791667,124.2083333,338.7708333,238.375,328.7708333,100.7083333,229.4166667,84.35416667,14.20833333,293.125,76.58333333,81.52083333,871.1875,140.2916667,122.125,872.5416667,223.7708333,332.0416667,3.416666667
STAC,39.25,134.3541667,28.95833333,40.97916667,41.39583333,180.0625,33.1875,59.9375,43.08333333,49.1875,23.8125,96.27083333,0,341.4166667,0,0,0,159.0208333,55.20833333,59.45833333,11.29166667,11.70833333,58.91666667,23.6875,6.666666667,3.125,3.0625,169.7708333,685.6458333,0,220.6875,16.39583333,0,87.20833333,46.97916667,0,126.6041667,14.89583333,25.60416667
LRRC8B,68.64583333,125.6875,189.7083333,126.8125,191.7291667,186.9583333,136.5416667,107.5833333,140.9791667,127.5,157.6041667,94.35416667,39.10416667,97.04166667,0,0,924.0625,0,9.979166667,209.0416667,160.2291667,68.64583333,338.7708333,127.3333333,43.52083333,72.70833333,133.6458333,0,535.8125,70.375,132.1458333,53.64583333,205.0416667,0,57.33333333,0,133.6875,77.89583333,11.47916667
WDR34,43.58333333,131.7916667,238.25,270.8333333,241.5625,116.6875,61.60416667,300.5625,365.1041667,187.3958333,184.9375,174.875,176.8958333,161.7291667,52.22916667,121.8125,276.6666667,19.0625,128.7083333,664.2291667,479.9166667,100.7291667,58.91666667,341.0833333,138.6666667,100.7083333,3.0625,46.22916667,0,0,22.375,897.75,153.6875,0,109.0625,151.9791667,153.5625,109.9375,583.2708333
FAM32A,458.5625,456.7083333,164.3333333,490.6041667,430.6875,856.75,297.7083333,754.5208333,941.1041667,475.3333333,294.3541667,549.3958333,337.2083333,161.7291667,133.6458333,533.8541667,0,33.5,403.1666667,11.08333333,82.3125,330.0625,269.0208333,298.6041667,1481.645833,596.9166667,853.4791667,216.4791667,223.3125,182.1666667,132.1458333,227.9791667,731.2708333,183.7291667,766.8333333,523.8958333,359.6875,1105.1875,156.9166667
SPTB,487.2916667,96.20833333,184.5416667,217.2708333,68.27083333,93.58333333,4828.75,163.6041667,144.9375,293.75,144.9375,153.1458333,361.625,0,474.3125,174.7291667,0,233.8541667,610.8125,1012.958333,554.1875,524.9791667,624.6041667,168.75,447.4583333,1781.354167,740.3333333,581.0416667,3367.541667,627.9166667,317.7916667,459.1041667,466.8125,0,466.0833333,92.8125,45.33333333,469.6041667,1492.3125
CHRNA1,23.27083333,51.5,0,2.3125,0,0,205.3333333,0,1.1875,1.3125,12.41666667,0,0,0,0,0,0,66.54166667,31.52083333,5.145833333,108.4791667,89.95833333,0,0,114.1875,59.64583333,39.47916667,29.0625,254.5625,48.85416667,267.1875,60.125,0,87.20833333,20.79166667,295.6458333,0,23.52083333,143.8125
ATG4C,94.0625,181.9375,96,90.77083333,90.64583333,58.02083333,119.3125,89.47916667,62.41666667,68.08333333,117.4583333,139.4375,50.41666667,150,0,0,0,103.25,108.625,76.6875,27.125,89.95833333,863.1875,83.4375,138.6666667,47.375,87.39583333,0,0,3.75,795.3958333,134.7916667,48.58333333,0,165.25,12.52083333,29.79166667,0,25.60416667
LY75,6.791666667,121.8541667,49.125,1.833333333,0,56.95833333,18.5625,15.16666667,16.5,6.270833333,1.083333333,10.27083333,0,0,0,0,253.2291667,0,46.64583333,0,0,4.8125,104.125,7.270833333,3.6875,0,1.770833333,0,49.25,0,0,67.25,0,0,7.0625,0,3.375,0,1.520833333
ERN1,634.875,201.6875,121.0416667,205.5833333,227.8125,263.75,174.7291667,201.8958333,216.5416667,280.75,219.7708333,341.4166667,252.9583333,189.8958333,174.7916667,49.5,183.25,798.4583333,189.5,981.5833333,169.6458333,137.2708333,0,501.4791667,458.2291667,116.2708333,368.1875,337.2083333,66.08333333,293.125,999.9375,25.41666667,283.4166667,450.5,259.375,40.58333333,430.9166667,315.8125,470.125
CIC,1149.8125,1520.520833,1122.291667,845.7708333,864.0833333,625.8958333,572.625,1122.291667,1084.666667,1124.791667,1078.145833,1125.458333,1691.5,2170.083333,189.9583333,1362.520833,423.1875,862.8125,1409.458333,1574.375,853.4791667,290.2916667,574.4375,1601.416667,962.0208333,1449.458333,1036.291667,1457.645833,550.5,676.5,1550.6875,1076.979167,832,1614.4375,1222.5,1372.604167,1657.291667,1280.729167,1351.458333
LOC101927391,65.97916667,37.10416667,302.4375,89.375,79.41666667,198.5416667,46.29166667,151.0625,113.1875,58.14583333,158.8333333,47.25,62.91666667,692.1875,118.7916667,0,0,8.625,118.2291667,5.145833333,17.875,6.5625,223.3541667,176.5833333,150.1666667,260.7916667,31.85416667,337.2083333,14.20833333,92.47916667,35.0625,294.5416667,48.58333333,87.20833333,213.2291667,12.52083333,45.33333333,14.89583333,6.3125
ACAP2,368.5208333,696.8541667,326.375,710.8125,620.8541667,1017.229167,350.6041667,462.3333333,627.1875,564.5,669.375,702.3125,372.625,1332.479167,3303.020833,359.3958333,740.6041667,408.0416667,910.1666667,166.5416667,336.5208333,174.25,198.7083333,600.6666667,413.8958333,150.9791667,310.0625,262.8333333,0,195.7291667,1487.5,25.41666667,75.625,1568.854167,57.33333333,658.2083333,635.875,408.0416667,32.47916667
PTRH1,0,49.125,34.875,16.75,40.1875,0,21.29166667,23.4375,30.16666667,33.29166667,5.5,16.60416667,39.10416667,97.04166667,79.10416667,0,0,19.0625,0,5.145833333,0,3.520833333,0,40.1875,0,5.375,1.770833333,0,132.0625,0,0,0,0,0,57.33333333,12.52083333,11.89583333,94.1875,1.520833333
