gene,Patient_AKI7,Patient_AKI1,Patient_AKI2,Patient_AKI3,Patient_AKI4,Patient_AKI5,Patient_AKI11,Patient_AKI12,Patient_AKI6,Patient_AKI9,Patient_AKI10,Patient_AKI8,Patient_AKI13,Patient_AKI14,Patient_AKI15,Patient_AKI16,Patient_AKI17,Patient_AKI18,Patient_AKI19,Patient_AKI20,Patient_AKI21,Patient_AKI22,Patient_AKI23,Patient_AKI24,Patient_AKI25,Patient_AKI26,Patient_AKI27,Patient_AKI28,Patient_AKI29,Patient_AKI30,Patient_AKI31,Patient_AKI32,Patient_AKI33,Patient_AKI34,Patient_AKI35,Patient_AKI36,Patient_AKI37,Patient_AKI38,Patient_AKI39
SNORA4,1.625,87.625,28.02083333,37.1875,63.625,19.97916667,5.583333333,52.5,11.75,10.14583333,21.72916667,24.10416667,928,341.4166667,142.7708333,277.4166667,1911.625,1129.854167,19.0625,94.1875,11.29166667,11.70833333,104.125,69.0625,16.89583333,222.9375,193.2916667,14.39583333,23.9375,115.75,48.41666667,16.39583333,911.3333333,830.5208333,4.604166667,473.3125,69.125,375.9583333,92.3125
ATG2A,334.3125,221,293.3125,323.1041667,435.1041667,239.5833333,264.7708333,424.3541667,341.0833333,373.4583333,269.5416667,366.75,869.5208333,1385.625,128.7083333,854.7916667,297.1875,612.7916667,705.75,509.3958333,576.5625,401.875,1101,534.7916667,551.2708333,1009.729167,652.9583333,216.4791667,3133.416667,1257.729167,849.25,275.3958333,656.6458333,747.3958333,483.0208333,295.6458333,344.4583333,823.875,1419.958333
LOC101927040,19.75,64.39583333,0,7.0625,0,0,10.77083333,3.458333333,10.91666667,0.6875,18.41666667,1.145833333,27.39583333,130.1458333,339.9583333,0,0,0,228.7291667,111.5833333,90.58333333,42.10416667,198.7083333,0,150.1666667,116.2708333,6.1875,310.5833333,517.8958333,18.16666667,0,25.41666667,102.2916667,0,14.8125,57.04166667,3.375,35,129.6458333
NID1,1572.125,1698.708333,2904.145833,462.4791667,875.375,348.9791667,312.2291667,306.7083333,196.6875,6004,2656.125,1348.541667,1138.291667,791.4375,759.9583333,1019.854167,1675.1875,1262.208333,1329.375,664.2291667,683.9375,776.0208333,198.7083333,322.125,1263.208333,735.6458333,268.1041667,395.125,550.5,548.7916667,576.2083333,314.8958333,852.6666667,87.20833333,783.9166667,365.1041667,599.1458333,865.8333333,373.9583333
SCARB2,991.5416667,822.8541667,1138.291667,1246.270833,793.3125,883.1458333,1209.708333,1101,1107.854167,1157.4375,1105.1875,1031.25,263.4166667,580.9166667,479.9166667,1711.541667,338.0625,775.3125,2527,428.4791667,1639.166667,344.0208333,338.7708333,360.9791667,634,845.25,268.1041667,29.0625,106.3958333,425.8125,235.0833333,247.7708333,230.9791667,0,801.3333333,295.6458333,650.7708333,484.1666667,357.7291667
MST1R,55.91666667,21.04166667,110.2083333,82.47916667,18.77083333,87.79166667,35.4375,46.45833333,21.85416667,40.27083333,41.75,28.58333333,27.39583333,251.1458333,0,0,567.3541667,214.6666667,38.66666667,5.145833333,151.5625,187.3958333,58.91666667,54.91666667,66.14583333,132.9375,527.4583333,285.5833333,132.0625,115.75,12.02083333,165.9791667,230.9791667,140.2916667,122.125,170.6458333,83.08333333,23.52083333,490.0208333
MFSD4,8.1875,381.625,286.9166667,605.7083333,15.3125,117.6041667,7.5625,383.8958333,572.1041667,37.39583333,67.66666667,232.75,15.125,0,0,0,297.1875,0,0,148.3333333,125.125,187.3958333,0,897.75,184.3125,8.458333333,11.20833333,486.8541667,0,13.29166667,267.1875,0,23.5625,0,46.97916667,230.6041667,39.16666667,222.5625,50.25
KCNIP4,3.979166667,19.54166667,181.625,110.6875,78.10416667,49.20833333,0,1061.979167,638.7708333,184.9375,660.8958333,136.9375,39.10416667,0,0,0,0,0,19.0625,296.4791667,14.4375,26.625,248.0208333,200.5833333,126.7708333,5.375,6.1875,46.22916667,14.20833333,59.20833333,0,6.020833333,75.625,0,149.5416667,40.58333333,72.35416667,47.72916667,170.0625
PAX8,41.45833333,2311.583333,4361,3840.270833,4241.5,2792.395833,10.77083333,3774.979167,3317.958333,2912.479167,4173.75,2293.75,3612.625,1325.729167,745.8541667,117.7083333,752.2916667,1149.8125,4361,1012.958333,160.2291667,432.5208333,1502.041667,9235.8125,1671.5,1231.3125,559.9166667,425.375,57.64583333,1063.791667,832,264.6041667,933,1475.958333,1206.791667,1036.291667,3017.395833,1657.291667,995.125
ING5,276.0208333,358.6458333,307.0416667,371.3958333,448.7708333,373.1875,281.6666667,482.0833333,355.0833333,485.0833333,303.9166667,461.2916667,1010.416667,219.5416667,261.5,202,740.6041667,589.8125,737.3333333,945.9583333,533.4791667,690.0625,169.5416667,731.625,591.1458333,770.7083333,1271.395833,699.1041667,186.2291667,307.7291667,76.58333333,411.9166667,871.1875,547.2708333,180.1875,1129.104167,901.0208333,976,211.7291667
TACSTD2,2.666666667,1240.0625,2679.395833,3755.104167,189.1666667,2586.458333,7.5625,1791.416667,1196.541667,1652.0625,1781.354167,955.5416667,74.22916667,500.4375,208.625,108.6041667,0,141.0833333,5034.75,76.6875,90.58333333,1.354166667,0,614.9791667,785.0833333,27.20833333,180.4166667,216.4791667,386.1875,249.25,285.2916667,0,102.2916667,87.20833333,466.0833333,112.2708333,374.9375,237.5,129.6458333
KIF22,15.66666667,176.1875,60,118.0416667,180.7083333,342.5416667,182.7083333,225.1041667,134.8958333,133.0416667,170.2708333,200.8333333,176.8958333,273.1458333,361.4375,174.7291667,0,330.1875,461.4583333,273.3958333,196.25,630.125,139.2916667,185.0625,261.7916667,596.9166667,155.9583333,240.1875,846.4583333,381.8125,235.0833333,6.020833333,563.1041667,483.8541667,7.0625,365.1041667,69.125,251.8333333,390.6458333
BLMH,395.125,215.8333333,147.4166667,123.7916667,179.4166667,124.5208333,188.9791667,176.4166667,136.8333333,203.0625,119.6458333,140.375,176.8958333,0,0,489.2708333,183.25,19.0625,80.95833333,30.66666667,169.6458333,78.70833333,316.8958333,97.625,114.1875,100.7083333,6.1875,14.39583333,49.25,18.16666667,220.6875,12.64583333,48.58333333,0,20.79166667,25.66666667,189.5833333,23.52083333,32.47916667
SNORA47,128.375,1371.291667,1351.458333,1756.9375,1646.5,312.9166667,72.66666667,690.2916667,290.0625,140.8333333,441.4791667,581.25,7100.208333,4020.458333,1059.916667,923.6458333,2411.354167,4032.208333,560.6041667,94.1875,82.3125,387.9791667,338.7708333,1233.645833,819.5833333,1009.729167,740.3333333,1722.875,32.8125,2141.229167,692.8958333,142.3125,2570.6875,4173.75,37.04166667,2971.0625,780.375,1527.645833,2267.375
SPINT1,28.91666667,719.5833333,909.6875,726.9791667,592.4166667,600.9791667,14.16666667,915.6666667,991.5416667,418.3958333,655.8541667,399.3541667,630.3333333,0,639.4583333,0,0,652.4791667,219,30.66666667,844.8958333,302.8958333,0,505.7708333,1038.5625,168.7708333,98.22916667,262.8333333,14.20833333,59.20833333,35.0625,692,75.625,224.7291667,448.6875,25.66666667,335.1041667,392.1666667,406
ECHDC3,317.625,6.854166667,225.2708333,67.54166667,196.625,75.125,182.7083333,80.35416667,160.9791667,62.22916667,43.75,76.25,108.9791667,0,0,0,0,49.35416667,31.52083333,0,3.25,50.3125,198.7083333,11.54166667,66.14583333,12.95833333,1.770833333,0,373.4583333,381.8125,175.7708333,6.020833333,0,0,20.79166667,0,32.91666667,4.541666667,50.25
RANBP6,9,250.9583333,330.0625,171.9375,233.1041667,176.1041667,380.8333333,238.5625,173.5,180.2916667,202.1041667,200.8333333,232.2291667,336.8958333,0,247.9583333,684.7916667,0,55.20833333,0,250.875,11.70833333,0,71.83333333,102.8958333,5.375,3.0625,0,106.3958333,24.04166667,0,30.20833333,23.5625,0,82.27083333,0,55.64583333,4.541666667,2.416666667
WDR74,146.4791667,87.625,55.5625,108.1458333,123.5416667,129.1041667,199.1666667,90.58333333,129.875,105.25,104.0833333,145.625,293.8333333,161.7291667,243.375,277.4166667,183.25,252.1666667,3.8125,94.1875,117.375,137.2708333,58.91666667,228.5,114.1875,12.95833333,121.2708333,64.89583333,470.125,31.14583333,132.1458333,118.875,490.2916667,140.2916667,360.4583333,321.0416667,69.125,251.8333333,423
TRRAP,1037.125,1562.708333,1763.333333,1765.270833,1249.020833,1472.3125,906.1666667,1556.041667,1567.25,1507.020833,1718.375,1617.8125,1377.5625,837.125,1822.5625,680.5208333,357.3541667,570.4791667,695.5208333,2173.333333,2748.270833,1129.854167,104.125,2070.791667,1210.875,1200.666667,1705.083333,1203.9375,454.8541667,1371.291667,776.7708333,821.2708333,337.5625,261.75,1125.895833,1021.5,2097.4375,900.6666667,1606.25
ODF3,2.333333333,0,0,4.854166667,0,0,0,0,2.6875,2.166666667,0.833333333,3.625,0,0,52.22916667,0,0,0,38.66666667,19.47916667,5.3125,50.3125,104.125,0,0,12.95833333,155.9583333,105,140.7291667,0,0,191.0833333,0,0,57.33333333,12.52083333,0,4.541666667,41.125
ABCA17P,81.33333333,0,21.41666667,38.33333333,0,0,12.47916667,7.770833333,4.875,6.708333333,5.083333333,1.854166667,0,0,509.75,0,0,19.0625,80.95833333,111.5833333,142.5,162.3333333,316.8958333,0,184.3125,116.2708333,98.22916667,310.5833333,114.8958333,3.75,252.375,16.39583333,466.8125,0,20.79166667,0,0,23.52083333,183.5625
PAIP2,492.0208333,589.6458333,414.8125,629.8958333,315.2916667,850.6875,1220,427.6875,631.4166667,414.625,460.9166667,413.6041667,361.625,143.5,461.8125,265.4583333,407.7291667,19.0625,762.7708333,76.6875,692,552.4791667,681.0833333,195.4583333,102.8958333,132.9375,295.0833333,126.0625,32.8125,104.7708333,48.41666667,859.5833333,128.6041667,140.2916667,136.0208333,190.7083333,179.8125,237.5,211.7291667
TBCC,159.7916667,49.125,63.41666667,105.3958333,51.75,88.72916667,155.8125,44.20833333,192.6041667,74.5625,68.8125,107.3333333,0,0,0,98.33333333,0,19.0625,167.75,30.66666667,38.875,112.5208333,0,109.9791667,16.89583333,0,19.3125,0,32.8125,0,12.02083333,0,153.6875,140.2916667,82.27083333,40.58333333,32.91666667,23.52083333,41.125
ANXA2,1999.75,1368.6875,837.5833333,1398.229167,430.6875,1828.583333,403.7916667,773.625,905.625,1410.166667,707.5833333,1178.708333,243.0208333,1697.375,97.58333333,1064.3125,495.1666667,511.9375,848.5208333,209.0416667,441.9791667,1411.354167,139.2916667,176.5833333,196.4166667,19.29166667,480.6458333,0,149.2083333,115.75,2170.083333,1076.979167,0,183.7291667,547.5833333,365.1041667,681.0833333,344.8125,4.645833333
LINC01516,21.4375,0,0,2.3125,0,0,0,3.458333333,1.895833333,1.3125,4.291666667,1.854166667,0,173.0208333,393.4166667,0,0,0,38.66666667,43.70833333,45.33333333,68.64583333,104.125,0,10.875,132.9375,19.3125,216.4791667,32.8125,70.375,0,0,179.0625,360.375,310.3958333,132.5833333,0,0,3.416666667
GJA1,332.8125,223.0625,201,122.5416667,78.10416667,75.125,218.1666667,58.75,46.58333333,191.0833333,164.5208333,268.3333333,15.125,78.875,165.5625,0,0,19.0625,523.0208333,76.6875,2.354166667,8.791666667,449.8541667,3.708333333,0,8.458333333,25.3125,46.22916667,0,59.20833333,117.2083333,9.104166667,75.625,0,4.604166667,0,65.64583333,14.89583333,143.8125
NISCH,1914.979167,1348.541667,1116.5,1261.25,1009.0625,820.4375,518.7708333,1454.708333,1492.3125,1627.833333,1451.125,1507.020833,1990.0625,3008.125,314.8125,1595.229167,357.3541667,1376.083333,2685.25,1976.354167,1537.8125,1856.5625,1814.541667,2387.354167,1658.958333,1946.104167,1519.791667,2734,1537.8125,2748.270833,2190.291667,411.9166667,2014.479167,2485.791667,1386.6875,2099.916667,2570.6875,1629.791667,2663.229167
COL20A1,114.4166667,0,52.6875,86.60416667,0,0,0,2.375,1.895833333,9.75,3.166666667,2.5,27.39583333,0,128.7083333,0,0,8.625,366.5833333,631.7291667,177.9166667,344.0208333,169.5416667,5.458333333,90.1875,1116.5,206.375,0,499.9375,210.6458333,0,1228,48.58333333,0,1018.479167,404.375,18.97916667,63.02083333,806.1041667
MIER2,327.8541667,137.7708333,89.02083333,110.6875,51.75,114.7083333,166.2083333,100.125,131.1041667,163.375,111.6875,152.3958333,188.5625,259.0833333,97.58333333,271.7291667,357.3541667,271.4166667,366.5833333,111.5833333,279.8333333,162.3333333,0,251.2291667,315.7083333,222.9375,206.375,84.35416667,722.1041667,59.20833333,913.0833333,237.7083333,128.6041667,450.5,394.7916667,274.2083333,182.9791667,63.02083333,197.2083333
HAR1A,7.5,0,0,8.729166667,0,0,0,0,1.1875,2.166666667,1.708333333,5.854166667,0,0,0,0,0,49.35416667,9.979166667,94.1875,27.125,15.85416667,169.5416667,3.708333333,3.6875,59.64583333,87.39583333,0,32.8125,0,35.0625,81.52083333,23.5625,87.20833333,4.604166667,0,9.770833333,4.541666667,32.47916667
FIBIN,8.1875,191.9583333,94.35416667,42.41666667,185.375,750.1041667,28.04166667,49.02083333,160.3958333,456.2083333,44.75,123.0833333,27.39583333,0,0,433.0833333,0,66.54166667,14.08333333,111.5833333,1.604166667,78.70833333,0,18.79166667,6.666666667,5.375,8.520833333,84.35416667,0,9.333333333,0,0,48.58333333,0,20.79166667,0,21.6875,4.541666667,81.52083333
NUMA1,8896.5625,2692.125,2962,4559.479167,2920.125,2679.395833,2431.854167,3854.145833,5896.916667,4999,3943.708333,4485,3143.229167,5512.208333,1301.666667,3925.708333,544.2916667,3317.958333,3052.25,1818.104167,2241.645833,2679.395833,429.25,7906.916667,3355.5,1920.645833,1332.479167,3804.1875,2289.8125,4795.104167,2047.875,1643.604167,3334.958333,720.0416667,1733.3125,1483.270833,6806.5,3008.125,3420.375
CDH4,55.91666667,33.39583333,22.41666667,33.27083333,0,13.375,43.39583333,20.95833333,16.5,16.125,23.33333333,40.72916667,0,88.85416667,91.83333333,0,230.6458333,159.0208333,31.52083333,428.4791667,11.29166667,238.7916667,104.125,9.354166667,90.1875,368.7708333,339.1875,46.22916667,0,338.8958333,35.0625,209.8333333,75.625,140.2916667,310.3958333,428.7083333,24.20833333,23.52083333,1069.6875
GRPEL1,84.0625,21.04166667,223.0625,61.75,98.0625,42.39583333,316.2708333,88.5625,122.5416667,52.875,58.375,48.64583333,39.10416667,242.9583333,103.0833333,0,0,8.625,310.8333333,0,5.3125,59.64583333,0,127.3333333,6.666666667,12.95833333,1.770833333,0,66.08333333,3.75,76.58333333,9.104166667,0,0,4.604166667,0,18.97916667,8.4375,0
SEC14L4,55.91666667,0,0,43.97916667,0,0,0,5.729166667,13.54166667,8.354166667,23.33333333,12,27.39583333,0,293.6666667,0,715.0625,49.35416667,167.75,59.45833333,134.1458333,8.791666667,248.0208333,42.95833333,16.89583333,19.29166667,47.54166667,169.7708333,0,70.375,102.5,264.6041667,0,0,376.5,40.58333333,21.6875,35,406
FDXR,230.0416667,31,77.39583333,99.9375,140.5416667,67.02083333,43.39583333,77.89583333,91.6875,78.83333333,60.1875,61.79166667,305.75,1118.104167,137.9583333,67.60416667,338.0625,349.5,257.4375,539.8333333,242.0208333,89.95833333,0,176.5833333,252.625,241,66.77083333,29.0625,300.1666667,338.8958333,22.375,81.52083333,153.6875,1217.020833,165.25,132.5833333,268.9375,269.2708333,706.1666667
LINC00998,2.333333333,22.875,89.02083333,55.89583333,61.20833333,37.8125,331.9791667,90.58333333,98.58333333,34.625,62.97916667,34.20833333,27.39583333,0,309,0,0,0,25.14583333,0,45.33333333,6.5625,0,5.458333333,24.375,12.95833333,0,0,32.8125,0,12.02083333,0,0,0,0,0,0,0,0
TAX1BP3,55.91666667,242.5833333,55.5625,109.625,71.91666667,273.6875,61.60416667,173.9791667,110.4583333,117.8333333,91.29166667,111.1458333,85.4375,65.54166667,0,0,0,8.625,25.14583333,0,2.354166667,2.395833333,139.2916667,31.70833333,6.666666667,3.125,4.416666667,0,0,0,0,183.0416667,0,0,149.5416667,190.7083333,186.3333333,8.4375,0
SH2B2,32.79166667,66.70833333,55.5625,35.89583333,99.54166667,54.97916667,301.8541667,32.70833333,39.625,26.52083333,27.64583333,49.70833333,252.9583333,322.4791667,224.7291667,0,0,66.54166667,355.375,129,59.91666667,50.3125,521.7916667,42.95833333,3.6875,36.64583333,19.3125,520.2916667,399.5625,31.14583333,441.2083333,481.5416667,0,261.75,46.97916667,25.66666667,18.97916667,35,328.5208333
E2F1,63.33333333,87.625,0,7.854166667,0,9.958333333,10.77083333,24.70833333,15.5,19.9375,42.02083333,4.666666667,39.10416667,0,243.375,0,0,49.35416667,209.0625,402.2708333,125.125,26.625,552.6041667,7.270833333,3.6875,85.58333333,155.9583333,14.39583333,0,92.47916667,692.8958333,564.5,0,328.6666667,82.27083333,25.66666667,4.791666667,35,116.9791667
FRMD4A,1271.395833,456.7083333,927.7291667,556.9583333,350.7083333,650.9583333,275.7916667,819.5833333,975.5,901.0208333,822.5416667,621.3125,252.9583333,374.125,745.8541667,262.5,438.4583333,843.5625,288.7291667,848.5208333,458.8541667,416.25,386.3541667,940.5625,869.5208333,100.7083333,480.6458333,29.0625,196.25,725.625,595.625,481.5416667,75.625,483.8541667,259.375,190.7083333,687,1050.729167,470.125
ZNF138,207.3958333,77.6875,188.7708333,226.8125,145.1458333,486.0416667,197.3958333,223.4166667,163.2291667,154.2291667,271.875,172.6666667,166.375,225,165.5625,192.6666667,0,252.1666667,228.7291667,0,6.916666667,150.3958333,248.0208333,275,54.70833333,5.375,98.22916667,29.0625,0,263.0833333,22.375,60.125,0,0,4.604166667,230.6041667,83.08333333,63.02083333,20.16666667
MUC5AC,529.1666667,8.854166667,0,171.9375,0,38.95833333,0,23.4375,20.89583333,13.22916667,32.625,6.583333333,15.125,0,547.1041667,135.0625,0,310.3958333,1567.25,2267.375,533.4791667,478.9166667,1661.625,13.9375,43.52083333,2533.020833,559.9166667,457.0833333,1714.645833,338.8958333,1163.125,541.8541667,606.7708333,183.7291667,745.8541667,251.7708333,45.33333333,577.2083333,1194.979167
CLIP3,99.27083333,77.6875,64.83333333,156.1666667,61.20833333,120.7291667,90.41666667,62.39583333,66.20833333,370.3541667,145.3125,259.8541667,143.5833333,106.4583333,600.4166667,389.75,1875.75,159.0208333,390.5625,76.6875,67.6875,432.5208333,169.5416667,203.1458333,33.52083333,280.7083333,11.20833333,1001.1875,1047.3125,456.5208333,618.3541667,910.4791667,514.2708333,0,136.0208333,274.2083333,122.8333333,537.1458333,423
TUG1,899.1041667,1496.708333,1812.625,1388.333333,1233.645833,1446.6875,559.5,904.7708333,984.3958333,1275.708333,1745.145833,1226.125,1027.229167,758.0208333,266.1666667,2090.895833,391.0625,1037.125,1873.979167,166.5416667,1082,552.4791667,139.2916667,1320.145833,851.125,185.3958333,155.9583333,395.125,49.25,725.625,334.4375,30.20833333,364.9583333,720.0416667,1158.166667,473.3125,1386.6875,865.8333333,406
CLPTM1,784.1458333,374.6041667,352.6666667,482.4791667,953.2916667,571.0833333,466.2083333,571.7291667,845.25,372.3958333,354.2708333,312.4583333,449.7083333,225,113.3541667,253.4791667,1221.604167,672.3125,1032.083333,30.66666667,177.9166667,42.10416667,361.7083333,376.9791667,383.3125,394.25,133.6458333,84.35416667,254.5625,24.04166667,354.8958333,103.2916667,256.1458333,360.375,325.5416667,341.6666667,443.7083333,251.8333333,312.6458333
PAIP1,239.2708333,369.0416667,438.8541667,400.0416667,296.0833333,448.7708333,1014.104167,427.6875,404.6041667,327.9791667,366.5833333,352.8541667,220.7708333,199.5833333,509.75,125.9166667,276.6666667,141.0833333,108.625,76.6875,327.1875,493.1041667,708.9791667,192.7916667,90.1875,72.70833333,254.6875,14.39583333,89.95833333,70.375,301.2708333,493.8958333,283.4166667,140.2916667,275.1875,677.875,176.4166667,126.9791667,225.2708333
ZDHHC17,207.3958333,393.4166667,325.25,439.0625,368.7708333,391.8333333,373.6041667,314.2708333,251.6458333,316.8958333,502.625,330.3958333,232.2291667,357.0208333,97.58333333,253.4791667,374.3125,0,139,19.47916667,117.375,59.64583333,104.125,338.5208333,114.1875,19.29166667,77.04166667,14.39583333,114.8958333,263.0833333,0,6.020833333,75.625,1033.5625,14.8125,112.2708333,242.4375,23.52083333,211.7291667
MYNN,21.4375,199.3541667,156.7916667,153.3125,180.7083333,369.9375,266.5625,97.77083333,134.8958333,161.5833333,252.8541667,147.8541667,166.375,0,156.5833333,0,297.1875,0,9.979166667,19.47916667,67.6875,59.64583333,0,91.9375,161.7708333,496.9791667,206.375,0,114.8958333,59.20833333,132.1458333,227.9791667,48.58333333,0,69.45833333,0,146.1875,0,92.3125
C22orf34,210.125,44.8125,71.1875,86.60416667,57.22916667,60.72916667,36.375,6.645833333,38.77083333,59.4375,70.22916667,116.9375,108.9791667,0,252.4583333,319.5416667,0,446.7291667,390.5625,209.0416667,196.25,50.3125,58.91666667,21.35416667,66.14583333,12.95833333,11.20833333,148.875,97.97916667,692.6875,175.7708333,247.7708333,308.5208333,87.20833333,527.8541667,57.04166667,75.5,77.89583333,282.7916667
PDZD4,146.4791667,302.0208333,28.95833333,38.33333333,117.1666667,0,72.0625,42,62.41666667,244.375,58.375,205.4583333,283.5625,603.125,203.75,565.8541667,0,103.25,199.875,568.7708333,99.1875,150.3958333,58.91666667,181.8125,196.4166667,446.1666667,109.8125,64.89583333,0,307.7291667,190.5,6.020833333,466.8125,87.20833333,28.33333333,25.66666667,266,206.3333333,423
APPBP2,239.2708333,409.625,385.5625,302.2291667,369.9375,190.5,217.1875,281.375,187.3958333,320,357.25,160.5208333,591.6666667,1173.375,303.625,374.8333333,297.1875,711.9375,378.5208333,509.3958333,151.5625,225.625,1225.479167,372.9375,395.0208333,301.7916667,133.6458333,731.2708333,0,307.7291667,175.7708333,16.39583333,707.9375,1131.0625,724.4166667,872.5416667,368.625,484.1666667,239.6875
LYPLA1,138.8958333,288,485.2291667,452.9375,255.3125,460.9166667,385.8541667,223.4166667,243.5625,143.3125,292.375,143.6875,153.9583333,0,66.02083333,0,534.7916667,66.54166667,610.8125,43.70833333,90.58333333,416.25,0,48.875,33.52083333,150.9791667,66.77083333,169.7708333,0,18.16666667,12.02083333,6.020833333,539.3958333,0,14.8125,40.58333333,157.1666667,35,32.47916667
B3GAT1,3.520833333,0,126.3958333,23.89583333,65.91666667,0,0,4.479166667,20.89583333,26.52083333,16.4375,26.10416667,210.2291667,0,0,340.25,0,85.02083333,128.7083333,348.2708333,196.25,2.395833333,169.5416667,5.458333333,207.8125,19.29166667,229.4166667,0,827.7083333,9.333333333,576.2083333,247.7708333,205.0416667,0,95.60416667,0,0,160.875,41.125
KIF7,745.8541667,219.2916667,54.60416667,143.375,128.875,101.6458333,85.375,123.7083333,232.3541667,432.625,170.2708333,343.7083333,414.625,837.125,1037.125,639.6458333,183.25,159.0208333,209.0625,981.5833333,318.1041667,50.3125,0,225.75,591.1458333,471.3958333,622.6458333,169.7708333,1018.958333,929.1458333,388.8541667,1141.395833,832,0,196.5625,591.1458333,449.1458333,875.8125,773.3125
MUC2,263.5416667,62.16666667,0,25.1875,0,64.35416667,7.5625,4.479166667,15.5,9.0625,32.625,34.20833333,0,0,52.22916667,0,0,19.0625,108.625,1088.854167,318.1041667,387.9791667,552.6041667,3.708333333,219.5833333,1993.291667,867.7083333,865.8333333,565.5625,195.7291667,0,541.8541667,417.5416667,140.2916667,149.5416667,999.4791667,39.16666667,175.5625,2010.541667
TPRN,94.0625,265.7708333,191.625,126.8125,234.1666667,119.5833333,63.20833333,253.8333333,152.2083333,107.5833333,124.3125,119.9583333,283.5625,0,361.4375,67.60416667,818.7291667,159.0208333,546.8333333,43.70833333,186.6041667,8.791666667,338.7708333,187.6875,530,116.2708333,637.6041667,285.5833333,176.4583333,595.8333333,493.3333333,41.64583333,179.0625,295.2083333,604.8333333,384.4583333,113.5,511.1458333,225.2708333
SEMA6B,327.8541667,246.9791667,250.3541667,156.1666667,51.75,88.72916667,90.41666667,84.16666667,58.3125,144.5625,158.3125,86.20833333,96.6875,114.6458333,137.9583333,259.6458333,253.2291667,388.0833333,237.5833333,788.625,151.5625,330.0625,338.7708333,147.8541667,294.9375,368.7708333,11.20833333,105,213.125,644,576.2083333,95.85416667,179.0625,1217.020833,14.8125,591.1458333,186.3333333,35,343.5416667
C11orf54,34.875,137.7708333,387.0208333,654.0833333,3560.6875,241.3333333,248.6041667,285.125,456.375,272.0833333,256.2916667,237.875,481.2291667,122.0625,276.1041667,378.875,407.7291667,862.8125,108.625,43.70833333,117.375,26.625,0,230.6458333,161.7708333,47.375,4.416666667,240.1875,41.16666667,39.95833333,0,6.020833333,0,0,180.1875,190.7083333,193.1041667,94.1875,4.645833333
CFAP36,101.5,213.3958333,456.5208333,731.2708333,598.0833333,814.2916667,220.0416667,754.5208333,873.625,456.2083333,573.4583333,598.875,176.8958333,150,142.7708333,171.3958333,810.375,177.1875,390.5625,148.3333333,214.25,344.0208333,0,416.9166667,304.9166667,100.7083333,109.8125,169.7708333,0,338.8958333,1183.3125,47.5625,48.58333333,0,259.375,25.66666667,362.1041667,344.8125,197.2083333
MAFK,492.0208333,601.2916667,196.6041667,185.1458333,226.9375,206.9583333,357.875,354.7708333,253.3958333,438.8541667,238.5208333,327.1875,481.2291667,1820.291667,147.3125,277.4166667,800.6041667,570.4791667,498.75,2097.4375,279.8333333,344.0208333,771.8541667,1311,634,36.64583333,683.9375,169.7708333,289.0833333,969.0833333,406.7708333,74,490.2916667,224.7291667,1125.895833,920.6666667,365.2708333,838.6041667,532.4375
TMEM168,297.2708333,443.8958333,490.9166667,410.2083333,301.6875,361.4375,246.4166667,294.8958333,267.5625,305.1041667,441.4791667,247.625,252.9583333,97.04166667,0,92.72916667,0,8.625,257.4375,321.1875,53.08333333,15.85416667,496.7291667,251.2291667,54.70833333,12.95833333,31.85416667,581.0416667,582.9166667,167.7708333,424.3541667,0,153.6875,0,0,40.58333333,200.2708333,35,41.125
SNORD50B,0,21.04166667,21.41666667,5.354166667,7.645833333,9.958333333,7.5625,11.22916667,1.895833333,1.791666667,4.020833333,9.479166667,232.2291667,219.5416667,113.3541667,67.60416667,857.8333333,546.8333333,3.8125,30.66666667,5.3125,2.395833333,198.7083333,23.6875,16.89583333,301.7916667,8.520833333,46.22916667,41.16666667,3.75,35.0625,9.104166667,179.0625,261.75,28.33333333,92.8125,9.770833333,23.52083333,81.52083333
GPR78,36.8125,0,0,7.854166667,0,0,0,0,0,0,0.833333333,4.0625,0,0,0,0,0,49.35416667,80.95833333,348.2708333,0.854166667,89.95833333,58.91666667,0,0,711.1041667,385.5,64.89583333,74.3125,48.85416667,35.0625,30.20833333,364.9583333,183.7291667,0,151.9791667,4.791666667,23.52083333,357.7291667
ZNF551,133.5416667,148.75,76.3125,118.0416667,218.7083333,112.6458333,76.02083333,163.6041667,127.7083333,100.8125,106.9166667,170.7083333,132.7291667,374.125,108,312.6458333,230.6458333,196.1041667,139,251.4791667,45.33333333,358.375,0,168.75,304.9166667,394.25,604.1666667,395.125,233.9791667,381.8125,1023.729167,30.20833333,1763.333333,423,136.0208333,57.04166667,32.91666667,628.8541667,406
SYDE2,10.6875,41,264.1666667,120.7916667,298.4791667,232.8541667,95.85416667,157.5,110.4583333,154.875,138.8958333,92.10416667,166.375,341.4166667,0,0,0,19.0625,189.5,30.66666667,14.4375,4.8125,0,198.3333333,66.14583333,12.95833333,109.8125,14.39583333,49.25,0,48.41666667,9.104166667,337.5625,0,57.33333333,274.2083333,65.64583333,4.541666667,92.3125
